Municipios,Edad media de la población,Población,Porcentaje de hogares unipersonales,Porcentaje de población de 65 y más años,Porcentaje de población española,Porcentaje de población menor de 18 años,Tamaño medio del hogar,Media de la renta por unidad de consumo,Mediana de la renta por unidad de consumo,Renta bruta media por hogar,Renta bruta media por persona,Renta neta media por hogar,Renta neta media por persona,Distribución de la renta P80/P20,Índice de Gini
35009 Gáldar,"44,4",24.510,"27,4","18,8",97,"13,7","2,6",18.463,16.450,37.863,14.186,32.654,12.235,"2,5","28,1"
35010 Haría,"45,7",5.453,"36,5","20,7","84,4","12,7","2,4",20.334,18.550,39.711,16.092,33.518,13.582,"2,6","30,4"
35011 Ingenio,"41,8",32.168,"24,3","14,4","94,2","16,1","2,8",17.989,16.450,37.685,13.543,32.659,11.737,"2,2","26,6"
35012 Mogán,"43,2",20.686,"32,6","17,4","64,6",15,"2,5",16.800,15.050,33.771,12.617,28.835,10.773,"2,6","31,7"
35013 Moya,"45,7",7.887,"29,4","21,1","97,1","13,8","2,5",17.886,15.050,34.959,13.944,30.131,12.018,"2,6","30,8"
"35014 Oliva, La","40,8",28.606,"32,4","12,6","55,2","15,9","2,5",17.253,15.050,33.963,12.638,28.467,10.593,3,"34,9"
35015 Pájara,"38,8",20.932,"34,1","10,2","65,6","17,5","2,5",17.382,15.750,34.813,13.182,29.765,11.271,"2,5","27,7"
"35016 Palmas de Gran Canaria, Las","44,7",374.445,"28,4",20,"92,2","13,7","2,6",20.984,17.150,44.419,16.934,36.484,13.909,"3,1","34,8"
35017 Puerto del Rosario,"39,1",42.898,"26,9","11,1","82,1","18,3","2,7",19.249,17.150,40.980,15.079,34.294,12.619,"2,7",31
35018 San Bartolomé,"41,1",19.383,29,"13,4","85,3","16,5","2,6",20.403,18.550,42.473,16.073,35.509,13.437,"2,4","28,9"
35019 San Bartolomé de Tirajana,44,53.780,"37,3","17,7","72,1","13,4","2,4",18.635,15.750,36.437,14.897,30.550,12.490,"2,6","33,3"
"35020 Aldea de San Nicolás, La","45,4",7.303,"29,2",20,92,"12,4","2,6",16.431,14.350,33.469,12.336,29.665,10.934,"2,3","27,9"
35021 Santa Brígida,"45,1",18.173,"24,2","20,1","95,5",14,"2,8",27.625,22.050,64.830,22.669,50.626,17.702,"3,1","35,7"
35022 Santa Lucía de Tirajana,"40,1",75.517,"24,4","11,6","85,9","17,2","2,8",16.312,15.050,34.740,12.222,30.208,10.628,"2,5","28,4"
35023 Santa María de Guía de Gran Canaria,"45,4",13.910,"28,3",20,"96,6","12,9","2,6",18.615,17.150,37.700,14.397,32.370,12.362,"2,5","28,3"
35024 Teguise,42,23.596,"26,8","14,4",80,"16,9","2,7",22.581,19.950,49.955,17.890,39.948,14.306,"2,5","30,1"
35025 Tejeda,"52,5",1.846,"46,7","31,5","97,4","6,9","2,1",20.631,18.550,35.863,17.232,30.208,14.515,"2,9","30,9"
35026 Telde,"42,6",102.101,"27,1","15,7","96,6","15,2","2,6",18.488,16.450,37.920,14.419,32.297,12.281,"2,5","29,8"
35027 Teror,"44,7",12.820,"28,7","18,1","97,3","13,8","2,6",19.019,17.150,38.788,14.800,32.976,12.582,"2,5","29,6"
35028 Tías,43,20.773,"30,8","16,8","61,8","14,8","2,6",18.929,15.750,40.424,14.550,33.001,11.879,3,"34,1"
35029 Tinajo,"40,9",6.550,"23,5","13,5","87,3","17,6","2,9",20.211,18.550,45.693,15.245,38.559,12.865,"2,1",26
35030 Tuineje,"40,1",15.618,"28,4",13,"81,3","18,2","2,8",18.584,17.150,39.885,13.682,34.300,11.766,"2,3","27,8"
35031 Valsequillo de Gran Canaria,"42,3",9.623,"23,5","14,8","95,5","15,7","2,8",19.149,16.450,41.375,14.751,34.876,12.435,"2,6","29,6"
35032 Valleseco,"48,8",3.731,"33,1","25,3","97,6","10,3","2,5",19.380,17.850,38.581,15.155,33.106,13.004,"2,4","28,6"
35033 Vega de San Mateo,"45,7",7.716,35,"19,5","96,1","12,2","2,4",18.208,15.750,35.524,14.573,30.217,12.396,"2,6","30,6"
35034 Yaiza,"39,9",16.894,"27,6",12,63,"17,4","2,7",18.766,16.450,39.713,14.146,33.163,11.813,"2,5","30,5"
36001 Arbo,"52,9",2.680,"44,5","34,3","96,6","9,5",2,16.044,15.050,26.703,13.129,23.621,11.614,"2,3","27,1"
36002 Barro,"45,9",3.665,"33,6",24,"98,7","16,1","2,4",17.500,16.450,32.507,13.666,28.044,11.790,"2,3","27,4"
36003 Baiona,"46,1",12.500,"31,7","22,9","96,4","14,3","2,5",21.738,18.550,44.329,17.727,36.020,14.404,"2,3","29,6"
36004 Bueu,"46,5",11.918,"34,4","24,5","98,5",14,"2,3",19.255,17.150,36.252,15.852,30.087,13.157,"2,4","29,7"
36005 Caldas de Reis,"46,1",9.532,"24,3","23,7","96,7","14,3","2,7",17.895,16.450,37.141,13.737,31.777,11.753,"2,2","24,9"
36006 Cambados,"45,2",13.696,"26,3",22,"96,7","15,3","2,6",17.495,15.750,35.568,13.329,30.580,11.459,"2,1","26,1"
36007 Campo Lameiro,"52,9",1.721,"32,4","35,9","99,1","9,4","2,4",17.595,16.450,33.321,13.672,29.276,12.012,"2,2","25,9"
36008 Cangas,"45,9",26.787,28,"22,4","97,1","14,8","2,5",19.852,17.850,40.027,15.910,33.387,13.271,"2,2",27
"36009 Cañiza, A","49,2",4.962,"40,4","29,5","96,3","12,9","2,1",15.195,14.350,25.938,11.921,22.999,10.570,"2,2","27,2"
36010 Catoira,47,3.273,"23,6","24,4","98,6","13,9","2,7",18.859,17.850,39.422,14.337,34.045,12.382,"1,9","22,6"
36011 Cerdedo,,,,,,,,,,,,,,,
36012 Cotobade,,,,,,,,,,,,,,,
36013 Covelo,"54,4",2.521,"51,3","36,1","96,7","8,8","1,9",15.693,14.350,25.164,12.898,22.195,11.376,"2,5","30,3"
36014 Crecente,"55,7",1.919,"49,5","39,2","96,5","6,5","1,9",16.839,15.050,27.299,14.073,23.702,12.219,"2,5","29,3"
36015 Cuntis,"50,7",4.539,"34,1",32,"98,2","11,5","2,3",18.100,17.150,33.254,14.195,29.009,12.383,2,"24,3"
36016 Dozón,"55,8",1.126,"34,5","38,4","98,4",6,"2,7",17.935,15.750,37.443,12.808,32.656,11.170,"2,2","25,9"
"36017 Estrada, A","48,9",19.992,28,"28,7","96,9",13,"2,5",18.470,17.150,36.359,14.334,31.290,12.336,"2,1","25,7"
36018 Forcarei,"55,2",3.147,"45,5","39,5",98,"8,3",2,17.602,16.450,29.091,14.169,25.366,12.355,"2,3","27,9"
36019 Fornelos de Montes,"51,5",1.693,"37,9","32,5","97,3","10,3","2,3",16.369,15.050,30.594,12.934,26.740,11.305,"2,5","28,3"
36020 Agolada,"56,1",2.307,"49,3","40,4","97,3","6,9","1,9",16.198,15.050,25.583,13.188,22.873,11.791,"2,3","27,4"
36021 Gondomar,"44,4",15.087,"25,2",20,"97,9","15,9","2,6",19.976,17.850,41.966,15.810,34.805,13.112,"2,3",28
"36022 Grove, O","46,5",10.883,29,"23,5","95,8","13,7","2,5",17.589,15.750,34.288,13.804,29.616,11.923,"2,2","26,7"
"36023 Guarda, A","46,9",9.965,"30,2","24,4","94,3","14,1","2,4",17.269,15.750,33.350,13.717,28.401,11.681,"2,2","28,5"
36024 Lalín,"47,3",19.980,"31,5","25,7","91,7",14,"2,4",17.673,16.450,34.188,13.859,29.265,11.863,"2,5","29,2"
"36025 Lama, A","52,9",2.500,"43,6","34,9","95,5","8,6","2,1",14.013,11.550,23.664,11.062,20.846,9.744,"2,9","34,4"
36026 Marín,"45,6",24.004,"28,6","22,4","96,2","15,2","2,5",18.116,17.150,36.211,14.303,30.719,12.133,"2,4","27,6"
36027 Meaño,"46,6",5.260,"23,3","25,3","97,1","14,7","2,8",17.450,16.450,36.540,12.842,31.962,11.233,2,"24,4"
36028 Meis,"47,9",4.713,24,"27,1","97,7","13,2","2,8",17.603,16.450,36.788,13.142,32.104,11.469,"2,1","24,4"
36029 Moaña,"45,9",19.303,"27,4","22,5","98,2",15,"2,5",19.357,17.850,38.453,15.288,32.451,12.902,"2,2","25,4"
36030 Mondariz,"50,5",4.444,"33,7","31,1","97,7","11,4","2,4",16.837,15.750,31.591,12.937,27.827,11.395,"2,2",26
36031 Mondariz-Balneario,"47,7",681,"40,6","23,6","96,6","10,7","2,2",21.246,17.150,40.547,18.292,32.035,14.452,"2,7",31
36032 Moraña,"47,3",4.144,25,"27,2",98,"14,4","2,8",17.841,16.450,36.689,13.236,32.092,11.578,"2,2",24
36033 Mos,"45,4",14.871,"20,5",22,"96,6","15,7","2,9",19.635,18.550,43.501,14.792,37.048,12.598,"2,1","23,6"
"36034 Neves, As",50,3.737,"34,3","30,3","97,2","11,5","2,4",15.880,15.050,29.632,12.323,26.141,10.871,"2,2","26,9"
36035 Nigrán,"46,2",17.833,"26,6","23,3","96,4","14,6","2,7",23.326,19.250,51.313,19.063,41.196,15.305,"2,4","31,8"
36036 Oia,"48,5",3.099,"27,7","27,8","95,5","12,9","2,5",18.463,17.150,37.162,14.506,31.821,12.421,"2,2","25,6"
36037 Pazos de Borbén,"47,6",2.986,"30,1","26,6","98,5",14,"2,6",17.539,17.150,34.593,13.238,30.372,11.623,"2,1","24,8"
36038 Pontevedra,"45,3",82.083,"31,1","22,3","95,2","15,7","2,4",21.285,19.250,42.031,17.611,34.511,14.460,"2,7","31,1"
"36039 Porriño, O","42,6",20.517,"27,4","17,9","94,2","17,1","2,6",18.565,17.150,37.653,14.510,31.926,12.303,"2,3","27,2"
36040 Portas,"48,8",2.824,"23,6",29,"98,7","13,2","2,8",18.060,17.150,37.777,13.625,32.700,11.794,"2,2","24,6"
36041 Poio,"44,4",17.306,"25,1","20,9","96,6","16,4","2,7",20.869,17.850,44.487,16.561,36.892,13.733,"2,4","29,7"
36042 Ponteareas,"43,8",23.152,"33,3","19,2","95,6","16,7","2,3",16.797,15.750,31.192,13.290,26.781,11.411,"2,4","27,6"
36043 Ponte Caldelas,"47,8",5.536,"35,8","26,4","97,3","13,9","2,3",16.616,15.050,30.909,13.173,26.750,11.401,"2,3","28,4"
36044 Pontecesures,"44,2",3.084,26,"19,1","97,8","14,4","2,6",19.318,17.850,40.485,15.357,33.963,12.883,"2,1","24,6"
36045 Redondela,"46,8",28.734,"22,6","24,5","97,7","14,2","2,7",19.722,18.550,41.303,15.206,35.187,12.955,"2,1","24,3"
36046 Ribadumia,"43,2",5.130,"21,4","19,5","96,7","17,9","2,8",18.265,17.150,39.037,13.770,33.573,11.843,"2,1","25,2"
36047 Rodeiro,"54,3",2.288,34,"38,4","95,7","8,8","2,5",18.039,16.450,34.653,13.633,30.616,12.045,"2,2","27,1"
"36048 Rosal, O","47,2",6.538,"27,9","24,9","96,8","13,5","2,5",17.278,15.750,33.876,13.455,29.258,11.620,"2,1","25,4"
36049 Salceda de Caselas,41,9.392,"26,6","15,5","95,6","19,9","2,6",18.263,17.150,36.812,14.149,31.171,11.981,2,"24,2"
36050 Salvaterra de Miño,"45,3",10.190,37,"23,2","92,3","15,8","2,3",16.638,15.750,30.251,13.225,26.103,11.412,"2,2","27,4"
36051 Sanxenxo,"46,5",17.814,"29,4","24,6","96,1","14,2","2,6",18.953,17.150,38.936,14.941,32.838,12.601,"2,2","28,1"
36052 Silleda,48,8.808,"29,9","27,4","93,1","13,8","2,5",17.598,16.450,34.020,13.678,29.329,11.792,"2,2","26,5"
36053 Soutomaior,"43,3",7.588,"26,1","18,8","95,7","18,1","2,6",18.277,17.150,36.637,14.067,31.400,12.056,"2,2","25,7"
36054 Tomiño,"45,8",13.820,"33,4","22,5","95,4","14,6","2,3",17.604,16.450,33.010,14.001,28.244,11.980,"2,2","26,9"
36055 Tui,"44,9",17.156,"27,7","21,6","93,6",16,"2,6",17.936,16.450,36.751,13.838,31.300,11.786,"2,4","28,4"
36056 Valga,"46,6",5.710,"18,6","24,1",99,"14,5",3,18.857,17.850,42.235,13.999,36.469,12.088,"1,8","21,4"
36057 Vigo,"46,2",291.436,"28,4","23,9","93,8","14,6","2,5",21.585,19.250,44.602,17.573,36.625,14.430,"2,5",30
36058 Vilaboa,"47,8",5.813,"32,6","26,6","97,4",14,"2,5",19.420,17.850,38.741,15.120,33.188,12.953,"2,1","25,5"
36059 Vila de Cruces,"52,3",5.022,"40,3","33,9","96,4","10,7","2,1",16.681,15.750,28.666,13.166,25.208,11.578,"2,2","25,6"
36060 Vilagarcía de Arousa,"45,4",37.527,"27,8","22,4","94,9","15,2","2,5",18.135,16.450,36.099,14.316,30.581,12.128,"2,5","28,8"
36061 Vilanova de Arousa,"47,1",10.207,"24,4","25,9","97,3","14,1","2,7",16.868,15.750,33.921,12.614,29.899,11.119,"2,2","25,1"
"36901 Illa de Arousa, A","45,8",4.881,"20,3","22,6","98,9","14,8","2,9",16.444,15.750,34.914,11.986,30.844,10.589,"1,9","22,3"
36902 Cerdedo-Cotobade,"51,5",5.656,"36,4",34,"97,8","11,5","2,4",18.172,16.450,34.365,14.402,29.558,12.387,"2,2",27
37001 Abusejo,"63,4",150,40,"49,3","97,3",4,2,17.226,15.050,28.841,14.225,25.236,12.448,"2,4","27,7"
37002 Agallas,"59,3",106,59,"47,2",100,"1,9","1,7",16.174,16.450,23.893,13.555,21.626,12.268,2,"22,7"
37003 Ahigal de los Aceiteros,"61,9",94,51,"44,7","98,9","4,3","1,8",.,.,29.605,14.850,25.932,13.008,.,.
37004 Ahigal de Villarino,"57,5",31,"56,3","41,9","80,7","9,7","1,9",.,.,29.605,14.850,25.932,13.008,.,.
"37005 Alameda de Gardón, La","65,6",79,"67,4",62,"97,5","3,8","1,6",.,.,25.161,13.605,22.167,11.986,.,.
"37006 Alamedilla, La","63,4",108,"55,7","46,3","95,4","2,8","1,8",18.319,13.650,25.069,13.873,22.189,12.280,"2,4","37,3"
37007 Alaraz,54,441,"41,8","35,6","97,3","7,7","2,1",17.812,16.450,31.682,14.678,27.301,12.648,"2,4","28,5"
37008 Alba de Tormes,"45,3",5.002,"29,8","21,1","96,3","15,6","2,4",17.672,15.750,33.822,14.156,28.899,12.096,"2,3","27,2"
37009 Alba de Yeltes,"61,6",201,48,"46,3",96,"2,5",2,17.710,14.350,28.193,14.097,25.005,12.502,"2,5","29,8"
"37010 Alberca, La","47,7",1.037,"53,7","24,5","94,3",13,"1,8",17.480,15.750,27.415,15.180,23.485,13.004,"2,4","29,7"
"37011 Alberguería de Argañán, La","59,8",103,"42,6","48,5","96,1","6,8","1,9",13.359,12.250,21.083,10.955,19.320,10.039,"2,5",26
37012 Alconada,"56,5",140,"37,1","39,3","99,3",5,"2,3",21.568,16.450,40.179,17.633,34.329,15.065,"2,4","29,2"
37013 Aldeacipreste,"59,7",93,"43,5","44,1",100,"2,2",2,.,.,26.870,15.315,23.242,13.247,.,.
37014 Aldeadávila de la Ribera,"57,5",1.094,61,41,"99,2","4,9","1,6",18.937,16.450,27.961,17.215,23.976,14.761,"2,5","29,9"
37015 Aldea del Obispo,"57,2",281,"48,6","39,2",73,5,"1,9",13.161,11.550,20.389,10.349,18.417,9.348,"2,5","31,4"
37016 Aldealengua,"46,4",667,"36,3","18,6","97,8",12,"2,2",19.085,17.150,35.615,16.091,29.790,13.459,"2,2",28
37017 Aldeanueva de Figueroa,56,255,"41,7","38,8","92,2","4,7","2,1",18.885,17.850,33.692,15.777,28.401,13.299,"2,9","30,8"
37018 Aldeanueva de la Sierra,57,107,"45,9","39,3","95,3","2,8","1,8",20.018,16.450,30.837,17.621,26.022,14.870,"2,8","42,8"
37019 Aldearrodrigo,"57,8",147,"44,4","38,8",100,2,2,22.453,20.650,41.932,20.538,33.490,16.403,"2,7","30,1"
37020 Aldearrubia,"47,2",515,"38,2","23,1","97,3","13,4","2,2",18.857,15.750,35.551,15.970,29.831,13.401,"2,2","28,4"
37021 Aldeaseca de Alba,"55,2",66,40,"45,5","98,5","13,6","2,2",.,.,34.950,17.334,29.407,14.585,.,.
37022 Aldeaseca de la Frontera,"56,5",255,"47,7","36,9",98,"5,5",2,17.568,15.750,28.664,14.389,25.139,12.619,"2,5","29,6"
37023 Aldeatejada,"37,8",2.515,"25,9","9,8",98,"24,1","2,6",23.982,21.350,49.916,19.278,40.223,15.535,"2,3","27,2"
37024 Aldeavieja de Tormes,"50,6",100,"44,9",27,98,11,2,16.058,12.950,27.030,13.245,23.756,11.640,2,"28,3"
37025 Aldehuela de la Bóveda,"51,2",271,"40,2","29,9","97,8","7,8","2,3",22.990,17.850,45.071,19.268,37.139,15.877,"2,7","31,7"
37026 Aldehuela de Yeltes,"57,8",192,"45,5","46,4","94,8","8,3","1,9",14.719,13.650,24.103,12.436,21.600,11.145,"2,3","28,3"
37027 Almenara de Tormes,46,298,62,"19,8","92,3","13,4","1,6",19.587,17.850,29.774,18.229,25.032,15.326,3,34
37028 Almendra,"61,2",125,"42,2","48,8","97,6","5,6","1,9",16.915,15.050,27.698,14.072,24.561,12.479,2,"25,6"
37029 Anaya de Alba,"57,7",187,"44,9","40,1","99,5","5,4","1,9",15.584,14.350,25.328,13.209,22.311,11.635,"2,4","27,6"
37030 Añover de Tormes,"56,1",89,35,"38,2",100,"7,9","2,2",.,.,35.880,17.417,29.249,14.198,.,.
37031 Arabayona de Mógica,"53,9",336,"44,7","31,6","98,2","7,1","2,1",19.947,17.150,35.125,16.621,29.313,13.871,"2,5","30,5"
37032 Arapiles,"44,9",699,"31,1",23,"98,1","17,5","2,5",18.570,16.450,36.818,14.332,31.570,12.290,"2,2","27,3"
37033 Arcediano,"51,8",101,"41,7","24,8","93,1","5,9","2,1",26.126,18.550,50.680,23.820,39.277,18.460,"3,3","44,2"
"37034 Arco, El",49,93,"48,8","32,3","95,7","9,7","2,2",.,.,35.880,17.417,29.249,14.198,.,.
37035 Armenteros,"58,5",159,55,"40,9","93,1","3,1","1,8",16.927,15.750,26.293,15.072,23.031,13.202,"2,3","27,9"
37036 San Miguel del Robledo,"63,5",48,"73,5","43,8",100,"2,1","1,4",.,.,26.870,15.315,23.242,13.247,.,.
"37037 Atalaya, La","56,2",100,"53,9",41,100,8,"1,9",16.542,15.050,24.826,12.910,22.409,11.652,2,"22,3"
37038 Babilafuente,"46,4",927,"29,3","22,7","95,2","15,1","2,5",17.258,15.750,33.652,13.461,28.995,11.598,"2,6","27,7"
37039 Bañobárez,"57,7",279,"37,5","39,1","98,2","7,5","2,2",15.160,15.050,26.795,12.293,23.951,10.988,"2,1","26,5"
37040 Barbadillo,"54,6",400,"38,9","30,3","98,5","5,3","2,1",16.669,15.050,27.576,13.269,24.465,11.773,"2,1","23,4"
37041 Barbalos,"63,7",71,"52,8","50,7",100,0,2,.,.,37.895,19.000,31.468,15.778,.,.
37042 Barceo,"58,9",48,"55,6",50,100,"14,6","1,8",.,.,29.605,14.850,25.932,13.008,.,.
37044 Barruecopardo,"57,5",419,"48,6","40,6","98,3","3,1",2,21.110,19.250,36.459,18.186,30.917,15.422,"2,3","27,1"
"37045 Bastida, La","62,4",29,65,"48,3",100,0,"1,4",.,.,26.870,15.315,23.242,13.247,.,.
37046 Béjar,50,11.939,"39,6","30,5",95,"12,7","2,1",16.836,15.050,28.992,13.821,25.175,12.001,"2,2","27,6"
37047 Beleña,"39,3",115,40,"16,5","70,4","22,6","2,6",14.852,14.350,29.911,11.382,26.193,9.967,"3,1","34,8"
37049 Bermellar,"60,3",131,"57,9","47,3","96,2","5,3","1,7",18.979,16.450,28.451,16.414,24.722,14.263,3,"30,1"
37050 Berrocal de Huebra,"57,8",75,40,52,100,"5,3","2,5",.,.,37.895,19.000,31.468,15.778,.,.
37051 Berrocal de Salvatierra,"56,3",72,"36,1","38,9",100,"5,6",2,.,.,34.950,17.334,29.407,14.585,.,.
37052 Boada,"54,5",275,"29,8","35,3",100,"10,6","2,3",19.442,16.450,35.988,15.835,30.492,13.416,"2,6","31,7"
"37054 Bodón, El","57,3",245,"39,3","42,9","97,1","8,6","2,1",15.119,12.950,26.608,12.592,23.366,11.058,"2,1","25,3"
37055 Bogajo,"53,9",130,"44,3","33,9","90,8","5,4","2,1",13.628,12.950,24.044,11.083,21.276,9.807,"4,2","35,6"
"37056 Bouza, La","49,3",47,"40,9","36,2","89,4","21,3","2,1",.,.,25.161,13.605,22.167,11.986,.,.
37057 Bóveda del Río Almar,"52,9",199,"37,8","35,2","97,5","9,6","2,2",15.667,14.350,28.032,12.650,24.320,10.975,"2,3","28,2"
37058 Brincones,"62,5",60,"46,9","46,7","96,7","3,3","1,9",.,.,29.605,14.850,25.932,13.008,.,.
37059 Buenamadre,"56,8",116,"33,3","36,2","99,1","6,9","2,3",17.944,15.750,34.264,15.064,29.048,12.771,"2,7","29,6"
37060 Buenavista,"45,5",372,37,21,"89,3","13,2","2,3",21.382,18.550,41.977,18.631,34.162,15.162,"3,2","36,3"
"37061 Cabaco, El","55,6",224,"46,9",42,"93,3","8,5",2,19.745,17.850,33.165,15.725,28.104,13.325,"2,6","29,3"
37062 Cabezabellosa de la Calzada,56,75,46,"38,7","98,7",4,2,.,.,29.453,15.938,25.225,13.650,.,.
"37063 Cabeza de Béjar, La","63,3",59,"65,8","45,8",100,"3,4","1,6",.,.,26.870,15.315,23.242,13.247,.,.
37065 Cabeza del Caballo,"62,2",247,"45,5","48,6","96,4","3,6","1,9",14.087,12.950,22.304,11.749,20.137,10.607,"2,1","31,4"
37067 Cabrerizos,"42,2",4.196,"19,7","14,9","97,6","18,6","2,8",24.317,22.050,54.257,19.624,43.795,15.840,"2,3","27,1"
37068 Cabrillas,"59,7",324,43,"47,8","99,7","5,9",2,17.819,16.450,29.972,14.568,26.283,12.775,"2,2","28,8"
37069 Calvarrasa de Abajo,"46,2",1.192,"37,3","22,2","95,9","14,3","2,2",17.886,16.450,32.667,14.528,28.171,12.528,"2,2","27,8"
37070 Calvarrasa de Arriba,"50,2",596,"37,7","26,2","97,8","8,7","2,2",16.576,15.750,29.411,13.567,25.694,11.852,"2,1","25,7"
"37071 Calzada de Béjar, La","55,4",89,"57,7","41,6","97,8","10,1","1,7",.,.,26.870,15.315,23.242,13.247,.,.
37072 Calzada de Don Diego,"59,5",138,"36,9","39,1","94,9","4,4","2,1",16.041,12.950,28.906,13.504,24.743,11.559,2,"30,5"
37073 Calzada de Valdunciel,"47,4",707,32,"22,2",96,"12,2","2,4",19.802,17.850,37.506,15.854,31.952,13.506,"2,4","29,1"
37074 Campillo de Azaba,"60,5",140,50,"42,1","89,3","2,1","1,9",14.646,13.650,24.184,12.180,21.644,10.901,"2,7","26,4"
"37077 Campo de Peñaranda, El","57,4",262,"32,2","39,3","99,2","5,7","2,3",19.395,16.450,36.444,15.997,31.060,13.633,"2,2","27,3"
37078 Candelario,"55,2",829,"39,5","36,8","98,9","8,1",2,19.041,17.150,32.907,15.821,28.548,13.725,"2,1","25,2"
37079 Canillas de Abajo,"54,7",75,"52,5",28,"97,3","5,3","1,9",.,.,29.453,15.938,25.225,13.650,.,.
37080 Cantagallo,"46,7",276,"27,8","24,3","99,3","14,9","2,4",16.491,16.100,30.897,12.874,26.810,11.171,"2,2","25,9"
37081 Cantalapiedra,"53,6",855,"43,3","35,7","96,8","10,6","2,1",16.613,15.050,27.923,13.444,24.514,11.803,"2,4",27
37082 Cantalpino,"52,2",804,"36,7","34,8","97,6","11,1","2,3",17.405,15.750,32.008,14.011,27.793,12.166,"2,3","30,3"
37083 Cantaracillo,"53,6",188,"32,5","35,1","99,5","8,5","2,3",18.384,15.750,33.120,14.523,28.725,12.596,"2,3","25,8"
37085 Carbajosa de la Sagrada,37,7.540,"18,8",8,"96,9","24,6","2,8",22.045,19.250,50.441,17.853,39.348,13.927,"2,4","29,4"
37086 Carpio de Azaba,"51,8",113,"61,5","30,1","96,5","9,7","1,7",15.750,15.050,24.145,13.797,21.265,12.152,"2,2","27,3"
37087 Carrascal de Barregas,"38,3",1.415,"17,8",10,"97,1","23,2","2,7",23.646,21.350,52.083,19.006,41.975,15.317,"2,4","28,1"
37088 Carrascal del Obispo,"57,8",194,"47,8","40,7","97,9","6,2","2,1",17.733,16.450,30.734,14.407,26.445,12.396,"2,5",29
37089 Casafranca,"60,2",72,"43,6","48,6","90,3","2,8","1,9",.,.,34.950,17.334,29.407,14.585,.,.
"37090 Casas del Conde, Las","58,8",61,"63,4","45,9",100,"9,8","1,5",.,.,26.870,15.315,23.242,13.247,.,.
37091 Casillas de Flores,"60,1",156,50,"49,4","92,3","5,8","1,9",15.371,12.950,24.594,12.796,21.843,11.364,"2,7","34,4"
37092 Castellanos de Moriscos,"35,6",2.987,"31,1","7,3","96,1","26,1","2,4",19.379,17.850,36.863,15.116,30.876,12.661,"2,1","25,1"
37096 Castillejo de Martín Viejo,"54,3",220,"42,5","42,7","99,1","9,1","2,1",15.954,14.350,27.150,13.012,24.156,11.577,2,"26,1"
37097 Castraz,64,37,"56,5",46,100,0,"1,6",.,.,37.895,19.000,31.468,15.778,.,.
37098 Cepeda,"59,6",292,"49,4","43,2",99,"3,8","1,8",15.760,15.050,23.780,13.230,21.412,11.913,2,"27,5"
37099 Cereceda de la Sierra,"63,8",66,55,"54,6",97,3,"1,6",.,.,26.870,15.315,23.242,13.247,.,.
37100 Cerezal de Peñahorcada,"63,3",74,"51,2","54,1","89,2","4,1","1,8",.,.,29.605,14.850,25.932,13.008,.,.
37101 Cerralbo,"67,6",120,"50,7","64,2","99,2","4,2","1,7",14.896,14.350,21.733,12.784,19.676,11.574,"2,1","24,3"
"37102 Cerro, El","60,2",368,50,"45,4","98,1","5,7","1,8",15.816,13.650,24.518,13.202,22.224,11.967,"2,3","27,1"
37103 Cespedosa de Tormes,"49,6",500,"42,8","31,4","94,6","13,8","2,2",16.169,15.050,28.352,13.019,24.565,11.280,"2,3","27,8"
37104 Cilleros de la Bastida,"56,1",22,"57,1","40,9",100,"4,6","1,6",.,.,26.870,15.315,23.242,13.247,.,.
37106 Cipérez,59,242,"46,2","46,3","99,2",5,"1,8",20.075,17.150,32.543,17.689,27.581,14.992,"2,5","30,5"
37107 Ciudad Rodrigo,"49,3",11.622,"33,7","29,3","96,1","13,5","2,2",16.848,15.050,30.476,13.575,26.377,11.749,"2,4","28,4"
37108 Coca de Alba,"56,4",103,"46,7","48,5",100,"9,7","2,3",17.725,14.350,31.807,13.857,27.811,12.116,"2,4","30,8"
37109 Colmenar de Montemayor,"56,6",180,"43,7","38,9","97,8",5,"2,1",15.160,14.350,25.431,12.218,22.642,10.878,"2,3","26,2"
37110 Cordovilla,"52,3",111,"41,7","34,2","98,2","9,9","2,3",17.341,15.400,33.410,14.275,28.402,12.135,"2,3","30,1"
37112 Cristóbal,"56,7",168,"41,3","41,7","98,8","5,4","2,1",18.998,17.150,32.981,15.284,29.259,13.559,"2,1","22,3"
"37113 Cubo de Don Sancho, El","53,9",397,"35,5","32,8","99,8","7,1","2,3",16.585,15.400,30.658,13.150,26.863,11.522,"2,2","27,9"
37114 Chagarcía Medianero,"59,1",84,"43,6","35,7","90,5","2,4","2,1",.,.,34.950,17.334,29.407,14.585,.,.
37115 Dios le Guarde,"57,1",122,"47,6","43,4","98,4","4,9","1,9",13.874,12.250,21.162,10.844,19.821,10.156,"1,8","21,4"
37116 Doñinos de Ledesma,"53,4",67,"41,9","29,9",97,3,"2,2",.,.,35.880,17.417,29.249,14.198,.,.
37117 Doñinos de Salamanca,"38,1",2.302,"21,2","11,2","98,1","24,5","2,7",20.810,18.550,43.601,16.002,36.230,13.297,"2,1","26,3"
37118 Éjeme,"53,6",145,"44,3","31,7","97,9","6,9","2,1",17.087,17.850,29.074,14.036,25.700,12.407,"2,2",25
"37119 Encina, La","60,4",100,"45,1",48,100,4,2,13.587,12.950,21.398,10.913,19.935,10.167,"1,8","23,6"
